snapshot	elapsed_hours	participant	doctor_status	peers_status	controlled_members	controlled_messages	healthy	full_controlled_state
20260608T024918Z	100.878	local-vps	0	0	4	78	True	True
20260608T024918Z	100.878	hermes-container	0	0	4	78	True	True
20260608T024918Z	100.878	deimos-openclaw-container	0	0	4	78	True	True
20260608T024918Z	100.878	phobos-pi-hermes	0	0	4	78	True	True
20260608T031957Z	101.389	local-vps	0	0	4	78	True	True
20260608T031957Z	101.389	hermes-container	0	0	4	78	True	True
20260608T031957Z	101.389	deimos-openclaw-container	0	0	4	78	True	True
20260608T031957Z	101.389	phobos-pi-hermes	255	255	None	None	False	False
20260608T035042Z	101.902	local-vps	0	0	4	78	True	True
20260608T035042Z	101.902	hermes-container	0	0	4	78	True	True
20260608T035042Z	101.902	deimos-openclaw-container	0	0	4	78	True	True
20260608T035042Z	101.902	phobos-pi-hermes	0	0	4	78	True	True
20260608T042118Z	102.412	local-vps	0	0	4	78	True	True
20260608T042118Z	102.412	hermes-container	0	0	4	78	True	True
20260608T042118Z	102.412	deimos-openclaw-container	0	0	4	78	True	True
20260608T042118Z	102.412	phobos-pi-hermes	255	255	None	None	False	False
20260608T045204Z	102.924	local-vps	0	0	4	78	True	True
20260608T045204Z	102.924	hermes-container	0	0	4	78	True	True
20260608T045204Z	102.924	deimos-openclaw-container	0	0	4	78	True	True
20260608T045204Z	102.924	phobos-pi-hermes	0	0	4	78	True	True
20260608T052253Z	103.438	local-vps	0	0	4	78	True	True
20260608T052253Z	103.438	hermes-container	0	0	4	78	True	True
20260608T052253Z	103.438	deimos-openclaw-container	0	0	4	78	True	True
20260608T052253Z	103.438	phobos-pi-hermes	255	255	None	None	False	False
20260608T055333Z	103.949	local-vps	0	0	4	78	True	True
20260608T055333Z	103.949	hermes-container	0	0	4	78	True	True
20260608T055333Z	103.949	deimos-openclaw-container	0	0	4	78	True	True
20260608T055333Z	103.949	phobos-pi-hermes	0	0	4	78	True	True
20260608T062419Z	104.462	local-vps	0	0	4	78	True	True
20260608T062419Z	104.462	hermes-container	0	0	4	78	True	True
20260608T062419Z	104.462	deimos-openclaw-container	0	0	4	78	True	True
20260608T062419Z	104.462	phobos-pi-hermes	255	255	None	None	False	False
20260608T065459Z	104.973	local-vps	0	0	4	78	True	True
20260608T065459Z	104.973	hermes-container	0	0	4	78	True	True
20260608T065459Z	104.973	deimos-openclaw-container	0	0	4	78	True	True
20260608T065459Z	104.973	phobos-pi-hermes	0	0	4	78	True	True
20260608T072544Z	105.486	local-vps	0	0	4	78	True	True
20260608T072544Z	105.486	hermes-container	0	0	4	78	True	True
20260608T072544Z	105.486	deimos-openclaw-container	0	0	4	78	True	True
20260608T072544Z	105.486	phobos-pi-hermes	255	255	None	None	False	False
20260608T075625Z	105.997	local-vps	0	0	4	78	True	True
20260608T075625Z	105.997	hermes-container	0	0	4	78	True	True
20260608T075625Z	105.997	deimos-openclaw-container	0	0	4	78	True	True
20260608T075625Z	105.997	phobos-pi-hermes	0	0	4	78	True	True
20260608T082702Z	106.507	local-vps	0	0	4	78	True	True
20260608T082702Z	106.507	hermes-container	0	0	4	78	True	True
20260608T082702Z	106.507	deimos-openclaw-container	0	0	4	78	True	True
20260608T082702Z	106.507	phobos-pi-hermes	255	255	None	None	False	False
20260608T085807Z	107.025	local-vps	0	0	4	78	True	True
20260608T085807Z	107.025	hermes-container	0	0	4	78	True	True
20260608T085807Z	107.025	deimos-openclaw-container	0	0	4	78	True	True
20260608T085807Z	107.025	phobos-pi-hermes	0	0	4	78	True	True
20260608T092853Z	107.538	local-vps	0	0	4	78	True	True
20260608T092853Z	107.538	hermes-container	0	0	4	78	True	True
20260608T092853Z	107.538	deimos-openclaw-container	0	0	4	78	True	True
20260608T092853Z	107.538	phobos-pi-hermes	255	255	None	None	False	False
20260608T100001Z	108.057	local-vps	0	0	4	78	True	True
20260608T100001Z	108.057	hermes-container	0	0	4	78	True	True
20260608T100001Z	108.057	deimos-openclaw-container	0	0	4	78	True	True
20260608T100001Z	108.057	phobos-pi-hermes	0	0	4	78	True	True
20260608T103049Z	108.570	local-vps	0	0	4	78	True	True
20260608T103049Z	108.570	hermes-container	0	0	4	78	True	True
20260608T103049Z	108.570	deimos-openclaw-container	0	0	4	78	True	True
20260608T103049Z	108.570	phobos-pi-hermes	255	255	None	None	False	False
20260608T110132Z	109.082	local-vps	0	0	4	78	True	True
20260608T110132Z	109.082	hermes-container	0	0	4	78	True	True
20260608T110132Z	109.082	deimos-openclaw-container	0	0	4	78	True	True
20260608T110132Z	109.082	phobos-pi-hermes	0	0	4	78	True	True
20260608T113212Z	109.593	local-vps	0	0	4	78	True	True
20260608T113212Z	109.593	hermes-container	0	0	4	78	True	True
20260608T113212Z	109.593	deimos-openclaw-container	0	0	4	78	True	True
20260608T113212Z	109.593	phobos-pi-hermes	255	255	None	None	False	False
20260608T120259Z	110.106	local-vps	0	0	4	78	True	True
20260608T120259Z	110.106	hermes-container	0	0	4	78	True	True
20260608T120259Z	110.106	deimos-openclaw-container	0	0	4	78	True	True
20260608T120259Z	110.106	phobos-pi-hermes	0	0	4	78	True	True
20260608T123338Z	110.617	local-vps	0	0	4	78	True	True
20260608T123338Z	110.617	hermes-container	0	0	4	78	True	True
20260608T123338Z	110.617	deimos-openclaw-container	0	0	4	78	True	True
20260608T123338Z	110.617	phobos-pi-hermes	255	255	None	None	False	False
20260608T130433Z	111.132	local-vps	0	0	4	78	True	True
20260608T130433Z	111.132	hermes-container	0	0	4	78	True	True
20260608T130433Z	111.132	deimos-openclaw-container	0	0	4	78	True	True
20260608T130433Z	111.132	phobos-pi-hermes	0	0	4	78	True	True
20260608T140610Z	112.159	local-vps	0	0	4	78	True	True
20260608T140610Z	112.159	hermes-container	0	0	4	78	True	True
20260608T140610Z	112.159	deimos-openclaw-container	0	0	4	78	True	True
20260608T140610Z	112.159	phobos-pi-hermes	0	0	4	78	True	True
20260608T143654Z	112.672	local-vps	0	0	4	78	True	True
20260608T143654Z	112.672	hermes-container	0	0	4	78	True	True
20260608T143654Z	112.672	deimos-openclaw-container	0	0	4	78	True	True
20260608T143654Z	112.672	phobos-pi-hermes	255	255	None	None	False	False
20260608T150753Z	113.188	local-vps	0	0	4	78	True	True
20260608T150753Z	113.188	hermes-container	0	0	4	78	True	True
20260608T150753Z	113.188	deimos-openclaw-container	0	0	4	78	True	True
20260608T150753Z	113.188	phobos-pi-hermes	0	0	4	78	True	True
20260608T153842Z	113.702	local-vps	0	0	4	78	True	True
20260608T153842Z	113.702	hermes-container	0	0	4	78	True	True
20260608T153842Z	113.702	deimos-openclaw-container	0	0	4	78	True	True
20260608T153842Z	113.702	phobos-pi-hermes	255	255	None	None	False	False
20260608T160937Z	114.217	local-vps	0	0	4	78	True	True
20260608T160937Z	114.217	hermes-container	0	0	4	78	True	True
20260608T160937Z	114.217	deimos-openclaw-container	0	0	4	78	True	True
20260608T160937Z	114.217	phobos-pi-hermes	0	0	4	78	True	True
20260608T164017Z	114.728	local-vps	0	0	4	78	True	True
20260608T164017Z	114.728	hermes-container	0	0	4	78	True	True
20260608T164017Z	114.728	deimos-openclaw-container	0	0	4	78	True	True
20260608T164017Z	114.728	phobos-pi-hermes	255	255	None	None	False	False
20260608T171059Z	115.240	local-vps	0	0	4	78	True	True
20260608T171059Z	115.240	hermes-container	0	0	4	78	True	True
20260608T171059Z	115.240	deimos-openclaw-container	0	0	4	78	True	True
20260608T171059Z	115.240	phobos-pi-hermes	0	0	4	78	True	True
20260608T174149Z	115.754	local-vps	0	0	4	78	True	True
20260608T174149Z	115.754	hermes-container	0	0	4	78	True	True
20260608T174149Z	115.754	deimos-openclaw-container	0	0	4	78	True	True
20260608T174149Z	115.754	phobos-pi-hermes	255	255	None	None	False	False
20260608T181247Z	116.270	local-vps	0	0	4	78	True	True
20260608T181247Z	116.270	hermes-container	0	0	4	78	True	True
20260608T181247Z	116.270	deimos-openclaw-container	0	0	4	78	True	True
20260608T181247Z	116.270	phobos-pi-hermes	0	0	4	78	True	True
20260608T184333Z	116.782	local-vps	0	0	4	78	True	True
20260608T184333Z	116.782	hermes-container	0	0	4	78	True	True
20260608T184333Z	116.782	deimos-openclaw-container	0	0	4	78	True	True
20260608T184333Z	116.782	phobos-pi-hermes	255	255	None	None	False	False
20260608T191427Z	117.297	local-vps	0	0	4	78	True	True
20260608T191427Z	117.297	hermes-container	0	0	4	78	True	True
20260608T191427Z	117.297	deimos-openclaw-container	0	0	4	78	True	True
20260608T191427Z	117.297	phobos-pi-hermes	0	0	4	78	True	True
20260608T194514Z	117.811	local-vps	0	0	4	78	True	True
20260608T194514Z	117.811	hermes-container	0	0	4	78	True	True
20260608T194514Z	117.811	deimos-openclaw-container	0	0	4	78	True	True
20260608T194514Z	117.811	phobos-pi-hermes	255	255	None	None	False	False
20260608T201601Z	118.324	local-vps	0	0	4	78	True	True
20260608T201601Z	118.324	hermes-container	0	0	4	78	True	True
20260608T201601Z	118.324	deimos-openclaw-container	0	0	4	78	True	True
20260608T201601Z	118.324	phobos-pi-hermes	0	0	4	78	True	True
20260608T204653Z	118.838	local-vps	0	0	4	78	True	True
20260608T204653Z	118.838	hermes-container	0	0	4	78	True	True
20260608T204653Z	118.838	deimos-openclaw-container	0	0	4	78	True	True
20260608T204653Z	118.838	phobos-pi-hermes	255	255	None	None	False	False
20260608T211738Z	119.351	local-vps	0	0	4	78	True	True
20260608T211738Z	119.351	hermes-container	0	0	4	78	True	True
20260608T211738Z	119.351	deimos-openclaw-container	0	0	4	78	True	True
20260608T211738Z	119.351	phobos-pi-hermes	0	0	4	78	True	True
20260608T212846Z	119.536	local-vps	0	0	4	78	True	True
20260608T212846Z	119.536	hermes-container	0	0	4	78	True	True
20260608T212846Z	119.536	deimos-openclaw-container	0	0	4	78	True	True
20260608T212846Z	119.536	phobos-pi-hermes	0	0	4	78	True	True
